Word	Meaning
大行星	1
大型	1
大姓	2
大雄宝殿	1
大熊猫	1
大熊座	1
大修	1
大选	1
大学	1
大学生	1
大雪	3
大循环	1
大牙	2
大雅	1
大雅之堂	1
大烟	1
大言不惭	1
大盐	1
大雁	2
大洋	3
大样	3
大摇大摆	1
大要	1
大爷	2
大野	1
大业	1
大叶杨	1
大衣	1
大姨	2
大姨子	1
大义	1
大义凛然	1
大义灭亲	1
大意	1
大油	1
大有可为	1
大有人在	1
大有作为	1
大鱼吃小鱼	1
大雨	2
大元帅	1
大员	1
大约	2
大约摸	1
大月	1
大杂烩	2
大杂院儿	1
大灶	2
大泽乡起义	1
大战	2
大站	1
大张旗鼓	1
大丈夫	1
大政	1
大旨	1
大指	1
大治	1
大致	2
大智若愚	1
大众	1
大众化	1
大轴子	1
大主教	1
大专	2
大篆	1
大庄稼	1
大自然	1
大宗	2
大族	1
大作	1
汏	1
垯	1
疸	1
塔	3
跶	1
呆	4
呆板	1
呆若木鸡	1
呆傻	1
呆头呆脑	1
呆小病	1
呆账	1
呆滞	2
呆子	1
呔	1
待	3
歹	2
歹毒	1
歹人	1
歹徒	1
歹心	1
歹意	1
逮	1
傣	1
傣剧	1
傣族	1
代	4
代办	3
代笔	1
代表	5
代表作	1
代步	2
代偿	2
代称	1
代词	1
代代花	1
代沟	1
代管	1
代号	1
代价	2
代金	1
代课	1
代劳	2
代理	2
代理人	2
代码	1
代名词	2
代庖	1
代培	1
代乳粉	1
代数	1
代数方程	1
代数式	1
代数学	1
代替	1
代为	1
代为继承	1
代销	1
代谢	1
代序	1
代言人	1
代议制	1
代用	1
代用品	1
代职	1
轪	1
甙	1
岱	2
迨	2
绐	1
骀	1
玳	1
带	8
带班	1
带刺儿	1
带电	1
带动	2
带好儿	1
带话	1
带劲	2
带菌	1
带宽	1
带累	1
带领	2
带路	1
带挈	1
带手儿	1
带头	1
带下	1
带孝	1
带音	1
带鱼	1
带子	2
殆	2
贷	4
贷方	1
贷款	2
贷学金	1
待产	1
待承	1
待岗	1
待机	2
待价而沽	1
待见	1
待考	1
待理不理	1
待命	1
待聘	1
待人接物	1
待业	1
待遇	4
待字	1
怠	2
怠惰	1
怠工	1
怠慢	2
埭	1
袋	2
袋鼠	1
袋子	1
逮捕	1
叇	1
戴	3
戴高帽子	1
戴绿帽子	1
戴胜	1
戴孝	1
戴罪立功	1
黛	3
黛绿	1
黱	2
襶	1
丹	3
丹顶鹤	1
丹毒	1
丹方	1
丹凤眼	1
丹青	2
丹砂	1
丹参	1
丹田	3
丹心	1
担	3
担保	1
担不是	1
担待	2
担当	1
担负	1
担纲	1
担搁	1
担架	1
担惊受怕	1
担名	1
担任	1
担心	1
担忧	1
单帮	1
单薄	3
单产	1
单车	1
单程	1
单传	2
单纯	2
单纯词	1
单纯林	1
单词	2
单打	1
单打一	1
单单	1
单刀	2
单刀直入	1
单调	1
单独	1
单方	1
单干	1
单杠	2
单个儿	2
单轨	1
单果	1
单过	1
单寒	2
单花果	1
单簧管	1
单价	1
单间	2
单键	1
单晶体	1
单句	1
单据	1
单口	1
单口相声	1
单利	1
单恋	1
单列	1
单偶婚	1
单皮	1
单枪匹马	1
单亲	1
单人舞	1
单弱	2
单身	1
单身贵族	1
单身汉	1
单数	2
单糖	1
单体	1
单条	1
单挑	1
单位	2
单位制	1
单弦儿	1
单线	2
单相思	1
单向	1
单项	1
单行	3
单行本	2
单行道	1
单行线	1
单性花	1
单性生殖	1
单姓	1
单眼	1
单眼皮	1
单叶	1
单一	1
单衣	1
单音词	1
单音字	1
单元	1
单元房	1
单肢动物	1
单质	1
单子	2
单字	2
单作	1
眈	1
耽	1
耽搁	3
耽误	1
郸	2
聃	1
殚	1
殚精竭虑	1
瘅	2
箪	1
箪食壶浆	1
儋	1
甔	1
胆	4
胆大包天	1
胆大妄为	1
胆道	1
胆敢	1
胆固醇	1
胆管	1
胆寒	1
胆力	1
胆量	1
胆略	1
胆囊	1
胆瓶	1
胆魄	1
胆气	1
胆怯	1
胆识	1
胆小鬼	1
胆战心惊	1
胆汁	1
胆壮	1
胆子	1
掸	2
掸子	1
赕	1
赕佛	1
亶	2
黕	2
石	4
旦	1
旦旦	1
旦角	1
旦尼尔	1
旦夕	1
但	3
但凡	1
但是	1
但书	1
担子	2
诞	1
诞辰	1
诞生	1
疍	1
萏	1
啖	1
淡	7
淡泊	1
淡薄	4
淡菜	1
淡出	2
淡而无味	1
淡化	3
淡季	1
淡漠	2
淡青	1
淡然	1
淡入	2
淡市	1
淡水	1
淡水湖	1
淡忘	1
淡雅	1
淡月	1
淡妆	1
惮	1
弹	6
弹道	1
弹道式导弹	1
弹弓	1
弹痕	1
弹尽粮绝	1
弹壳	2
弹坑	1
弹片	1
弹头	1
弹丸	3
弹无虚发	1
弹药	1
弹着点	1
弹子	4
蛋	2
蛋白	2
蛋白胨	1
蛋白酶	1
蛋白质	1
蛋雕	1
蛋糕	1
蛋羹	1
蛋黄	1
蛋鸡	1
蛋品	1
蛋青	1
蛋清	1
蛋子	1
氮	2
氮肥	1
氮气	1
髧	1
澹	1
澹泊	1
澹然	1
禫	1
当	2
当班	1
当差	2
当场	1
当初	1
当代	1
当道	3
当地	1
当归	1
当行出色	1
当红	1
当机立断	1
当即	1
当家	2
当家的	3
当间儿	1
当街	2
当今	2
当紧	1
当局	1
当局者迷	1
当空	1
当口儿	1
当啷	1
当量	2
当令	1
当面	1
当面锣对面鼓	1
当年	1
当前	2
当权	1
当儿	2
当然	2
当仁不让	1
当日	1
当时	1
当世	1
当事人	2
当头	1
当头棒喝	1
当头一棒	2
当务之急	1
当下	1
当先	2
当心	1
当选	1
当央	1
当腰	1
当院	1
当政	1
当中	2
当中间儿	1
当众	1
当子	1
珰	2
裆	2
筜	1
挡	1
挡车	1
挡横儿	1
挡驾	1
挡箭牌	1
挡子	1
党	5
党报	1
党阀	1
党费	2
党风	1
党纲	1
党锢	1
党棍	1
党国	1
党徽	1
党籍	1
党纪	1
党课	1
党魁	1
党龄	1
党派	1
党旗	1
党参	1
党同伐异	1
党徒	1
党团	2
党委	1
党务	1
党项	1
党校	1
党性	2
党羽	1
党员	1
党章	1
党证	1
谠	1
氹	1
当成	1
当当	1
当家子	1
当票	1
当铺	1
当天	1
当晚	1
当夜	1
当月	1
当真	2
当做	1
凼	1
凼肥	1
砀	1
宕	2
垱	1
荡	2
荡除	1
荡涤	1
荡平	1
荡气回肠	1
荡然	1
荡漾	1
荡悠	2
荡子	1
档	6
档案	1
档次	1
档期	1
档位	2
档子	2
菪	2
刀	5
刀把儿	3
刀背	1
刀笔	1
刀兵	1
刀锋	1
刀耕火种	1
刀光剑影	1
刀具	1
刀口	3
刀螂	1
刀马旦	1
刀片	2
刀枪	1
刀儿	1
刀刃	2
刀山火海	1
刀削面	1
刀鱼	1
刀子	1
刀子嘴，豆腐心	1
刀俎	1
叨	1
叨叨	1
叨登	2
叨唠	1
叨念	1
忉	1
氘	1
鱽	1
捯	3
捯饬	1
捯根儿	1
捯气儿	2
导	5
导板	1
导报	1
导标	1
导播	2
导出单位	1
导弹	1
导电	1
导读	1
导发	1
导购	2
导管	3
导航	1
导火索	1
导火线	2
导轮	1
导论	1
导热	1
导师	2
导体	1
导线	1
导向	3
导言	1
导演	2
导扬	1
导引	3
导游	2
导语	1
导源	2
导致	1
岛	2
岛国	1
岛弧	1
岛屿	1
捣	3
捣蛋	1
捣鼓	2
捣鬼	1
捣毁	1
捣乱	2
捣麻烦	1
捣腾	1
倒	4
倒把	1
倒班	1
倒板	1
倒闭	1
倒毙	1
倒仓	1
倒茬	1
倒车	1
倒伏	1
倒戈	1
倒海翻江	1
倒换	2
倒汇	1
倒噍	1
倒嚼	1
倒买倒卖	1
倒卖	1
倒霉	1
倒牌子	1
倒票	1
倒嗓	1
倒手	2
倒塌	1
倒台	1
倒腾	3
倒替	1
倒头	1
倒胃口	2
倒休	1
倒牙	1
倒爷	1
倒运	2
倒灶	2
倒账	2
祷	2
祷告	1
祷念	1
祷祝	1
蹈	2
蹈海	1
蹈袭	1
到	5
到案	1
到场	1
到处	1
到达	1
到底	4
到点	1
到顶	1
到访	1
到家	1
到来	1
到了儿	1
到期	1
到任	1
到手	1
到头	1
到头来	1
到位	2
到职	1
倒背如流	1
倒彩	1
倒插笔	2
倒插门	1
倒春寒	1
倒刺	2
倒打一耙	1
倒风	1
倒挂	2
倒灌	2
倒过儿	1
倒好儿	1
倒计时	1
倒剪	1
倒立	2
倒流	2
倒赔	1
倒是	7
倒数	1
倒贴	1
倒退	1
倒行逆施	1
倒序	1
倒叙	1
倒悬	1
倒烟	1
倒仰	1
倒影	1
倒映	1
倒栽葱	1
倒找	1
倒置	1
倒转	1
倒装句	1
倒座儿	2
焘	1
盗	2
盗版	2
盗伐	1
盗匪	1
盗汗	1
盗劫	1
盗掘	1
盗猎	1
盗卖	1
盗墓	1
盗窃	1
盗印	1
盗用	1
盗运	1
盗贼	1
悼	1
悼词	1
悼辞	1
悼祭	1
悼念	1
悼亡	1
悼唁	1
道	4
道白	1
道班	1
道别	2
道…不…	1
道不拾遗	1
道岔	2
道场	1
道床	1
道道儿	2
道德	2
道地	2
道钉	2
道乏	1
道高一尺，魔高一丈	1
道姑	1
道观	1
道光	1
道贺	1
道行	1
道家	1
道教	1
道具	1
道口	1
道劳	1
道理	3
道路	2
道貌岸然	1
道门	2
道袍	1
道破	1
道歉	1
道情	1
道人	3
道士	1
道听途说	1
道统	1
道喜	1
道谢	1
道学	2
道牙	1
道义	1
道院	2
道藏	1
道砟	1
道子	1
稻	2
稻草	1
稻草人	1
稻谷	1
稻子	1
纛	1
嘚	1
嘚啵	1
嘚嘚	1
得	4
得便	1
得病	1
得不偿失	1
得逞	1
得宠	1
得寸进尺	1
得当	1
得到	1
得道多助	1
得法	1
得分	2
得过且过	1
得计	1
得济	1
得劲	2
得救	1
得空	1
得了	1
得力	3
得陇望蜀	1
得其所哉	1
得人	1
得人儿	1
得人心	1
得胜	1
得失	2
得时	1
得势	1
得手	1
得数	1
得体	1
得天独厚	1
得闲	1
得心应手	1
得样儿	1
得宜	1
得以	1
得益	1
得意	1
得意忘形	1
得用	1
得鱼忘筌	1
得知	1
得志	1
得主	1
得罪	1
锝	1
德	4
德昂族	1
德比	1
德才兼备	1
德高望重	1
德望	1
德行	1
德性	1
德育	1
德政	1
德治	2
地	15
的	1
的话	1
底	2
脦	1
得亏	1
扽	2
灯	4
灯标	2
灯彩	3
灯草	1
灯池	1
灯光	2
灯红酒绿	1
灯虎	1
灯花	1
灯会	1
灯火	1
灯节	1
灯具	1
灯亮儿	1
灯笼	1
灯笼裤	1
灯谜	1
灯苗	1
灯捻	1
灯泡	1
灯伞	1
灯市	1
灯饰	1
灯丝	1
灯塔	1
灯台	1
灯头	3
灯箱	1
灯心	1
灯心草	1
灯心绒	1
灯芯	1
灯芯草	1
灯芯绒	1
灯油	1
灯语	1
灯盏	1
灯罩	1
登	1
登场	1
登程	1
登第	1
登顶	1
登峰造极	1
登高	2
登革热	1
登基	1
登极	1
登记	1
登记吨	1
登科	1
登临	1
登陆	2
登陆场	1
登陆舰	1
登陆艇	1
登录	3
登门	1
登攀	1
登山	2
登山服	2
登山运动	1
登时	1
登台	2
登堂入室	1
登载	1
噔	1
镫	1
簦	2
蹬	1
蹬腿	2
等	3
等差	1
等次	1
等衰	1
等待	1
等到	1
等第	1
等额选举	1
等而下之	1
等分	1
等份	1
等号	1
等候	1
等级	1
等价	1
等价物	1
等离子态	1
等离子体	1
等量齐观	1
等身	1
等式	1
等同	1
等外	1
等闲	3
等闲视之	1
等因奉此	1
等于	2
等于零	1
戥	1
戥子	1
邓	1
邓小平理论	1
凳	1
凳子	1
嶝	1
澄浆泥	1
澄沙	1
磴	2
瞪	2
瞪眼	2
镫子	1
氐	1
低	6
低矮	1
低保	1
低倍	1
低层	3
低层住宅	1
低产	1
低潮	2
低沉	3
低档	1
低等动物	1
低等植物	1
低调	2
低端	1
低估	1
低谷	1
低耗	1
低缓	2
低回	3
低级	2
低价	1
低贱	2
低聚糖	1
低空	1
低廉	1
低劣	1
低龄	1
低落	2
低迷	3
低能	1
低能儿	1
低频	2
低聘	1
低气压区	1
低热	1
低人一等	1
低三下四	1
低烧	1
低声下气	1
低首下心	1
低俗	1
低糖	1
低头	2
低洼	1
低微	3
低温	1
低下	2
低限	1
低压	3
低压槽	1
低音提琴	1
低语	1
低云	1
羝	1
堤	1
堤岸	1
堤坝	1
堤防	1
堤围	1
堤堰	1
提	11
提防	1
提溜	1
嘀	2
嘀嗒	1
嘀里嘟噜	1
滴	4
滴虫	1
滴答	1
滴滴涕	1
滴定	1
滴定管	1
滴灌	1
滴里嘟噜	2
滴沥	1
滴溜溜	1
滴溜儿	2
滴水	2
滴水不漏	1
滴水成冰	1
滴水穿石	1
滴水瓦	1
樀	1
镝	1
狄	2
迪	2
迪开石	1
迪斯科	2
的当	1
的确	1
的确良	1
的士	1
的证	1
籴	1
荻	2
敌	4
敌敌畏	1
敌对	1
敌国	1
敌害	1
敌后	1
敌境	1
敌忾	1
敌寇	1
敌情	1
敌酋	1
敌人	1
敌视	1
敌手	1
敌台	1
敌探	1
敌特	1
敌伪	1
敌我矛盾	1
敌焰	1
敌意	1
敌阵	1
涤	2
涤除	1
涤荡	1
涤纶	1
笛	2
笛膜	1
笛子	1
觌	1
觌面	1
髢	1
嫡	3
嫡出	1
嫡传	1
嫡母	1
嫡派	2
嫡亲	1
嫡堂	1
嫡系	2
嫡子	1
翟	1
蹢	1
邸	2
诋	1
诋毁	1
抵	1
抵补	1
抵偿	1
抵触	1
抵达	1
抵挡	1
抵还	1
抵换	1
抵交	1
抵缴	1
抵抗	1
抵扣	1
抵赖	1
抵命	1
抵事	1
抵数	1
抵死	1
抵牾	1
抵消	1
抵押	1
抵御	1
抵债	1
抵账	1
抵制	1
抵罪	1
底版	1
底本	2
底册	1
底层	2
底肥	1
底粪	1
底稿	1
底工	1
底功	1
底火	2
底价	3
底襟	1
底里	1
底码	2
底牌	3
底盘	2
底片	2
底气	2
底色	1
底商	1
底墒	1
底数	2
底细	1
底下	4
底下人	2
底限	1
底线	1
底薪	2
底蕴	1
底止	1
底子	8
底座	1
柢	1
牴	1
牴触	1
牴牾	1
砥	1
砥砺	3
砥柱中流	1
骶	1
骶骨	1
地板	2
地板革	1
地板砖	1
地磅	1
地保	1
地堡	1
地标	1
地表	1
地鳖	1
地波	1
地█	1
地步	3
地层	1
地产	1
地秤	1
地磁	1
地磁极	1
地大物博	1
地带	1
地道	3
地灯	1
地点	1
地动仪	1
地洞	1
地段	1
地方	2
地方保护主义	1
地方病	1
地方民族主义	1
地方时	1
地方税	1
地方戏	1
地方志	1
地肤	1
地府	1
地覆天翻	1
地埂	1
地宫	2
地沟	1
地瓜	2
地广人稀	1
地核	1
地黄	1
地黄牛	1
地积	1
地基	3
地极	1
地籍	1
地籍图	1
地价	2
地脚	1
地窖	1
地界	2
地牢	1
地老天荒	1
地雷	1
地理	2
地理学	1
地力	1
地利	2
地栗	1
地量	1
地邻	1
地漏	1
地脉	1
地幔	1
地貌	1
地面	5
地膜	1
地亩	1
地菍	1
地盘	2
地皮	2
地痞	1
地平线	1
地铺	1
地契	1
地壳	1
地勤	1
地球	1
地球村	1
地球科学	1
地球仪	1
地区	4
地权	1
地儿	1
地热	1
地煞	2
地上茎	1
地势	1
地税	1
地摊	1
地毯	1
地毯式	1
地铁	2
地头	1
地头蛇	1
地图	1
地位	2
地温	1
地物	1
地峡	1
地下	1
地下茎	1
地下室	1
地下水	1
地下铁道	1
地线	1
地效飞行器	1
地心说	1
地心引力	1
地形	2
地形图	1
地学	1
地衣	1
地窨子	2
地狱	2
地域	2
地缘	1
地震	2
地震波	1
地政	1
地支	1
地址	1
地质	1
地质年代	1
地质学	1
地轴	1
地主	2
地砖	1
地租	1
玓	1
杕	1
弟	4
弟弟	2
弟妇	1
弟妹	2
弟媳	1
弟兄	1
弟子	1
俤	1
帝	4
帝都	1
帝国	1
帝国主义	2
帝京	1
帝君	1
帝王	1
帝制	1
帝子	1
递	2
递补	1
递加	1
递减	1
递降	1
递交	1
递解	1
递进	2
递升	1
递送	1
递增	1
娣	3
菂	1
第	2
第二产业	1
第二次国内革命战争	1
第二次世界大战	1
第二次鸦片战争	1
第二国际	1
第二课堂	2
第二审	1
第二世界	1
第二性征	1
第二宇宙速度	1
第二职业	1
第三产业	1
第三次国内革命战争	1
第三国际	1
第三人	1
第三世界	1
第三宇宙速度	1
第三者	2
第三状态	1
第四宇宙速度	1
第五	1
第五纵队	1
第一	2
第一把手	1
第一产业	1
第一次国内革命战争	1
第一次世界大战	1
第一次鸦片战争	1
第一夫人	1
第一国际	1
第一审	1
第一时间	1
第一世界	1
第一手	1
第一线	1
第一宇宙速度	1
谛	2
谛视	1
谛听	1
蒂	1
棣	1
棣棠	1
睇	1
缔	1
缔交	2
缔结	1
缔盟	1
缔约	1
缔约国	1
缔造	1
禘	1
碲	1
墬	1
踶	1
嗲	2
掂	1
掂对	2
掂掇	2
掂斤播两	1
掂量	2
傎	1
滇	2
滇红	1
滇剧	1
颠	1
颠簸	1
颠倒	3
颠倒黑白	1
颠倒是非	1
颠覆	2
颠来倒去	1
颠连	1
颠末	1
颠沛	1
颠仆	1
颠扑不破	1
颠茄	1
颠三倒四	1
蹎	1
巅	1
巅峰	1
癫	1
癫狂	2
癫痫	1
癫子	1
典	1
典藏	1
典当	2
典范	1
典故	1
典籍	1
典礼	1
典型	3
典押	1
典雅	1
典章	1
点	1
点拔	1
点播	1
点补	1
点穿	1
点窜	1
点滴	3
点厾	1
点化	1
点火	2
点击	1
点饥	1
点将	1
点睛	1
点卯	1
点名	2
点明	1
点评	2
点破	1
点球	1
点燃	1
点染	1
点射	1
点石成金	1
点收	1
点题	1
点铁成金	1
点头	1
点头哈腰	1
点位	1
点心	1
点穴	2
点验	1
点种	1
点缀	2
点子	2
点字	1
碘	1
碘酊	1
碘酒	1
碘盐	1
踮	1
踮脚	1
电	6
电霸	1
电棒	1
电报	2
电报挂号	1
电笔	1
电表	2
电冰柜	1
电冰箱	1
电波	1
电场	1
电场线	1
电唱机	1
电唱头	1
电车	1
电陈	1
电池	1
电传	2
电船	1
电瓷	1
电磁	1
电磁波	1
电磁场	1
电磁感应	1
电磁炉	1
电磁炮	1
电磁灶	1
电大	1
电刀	1
电导	1
电灯	1
电灯泡	1
电动	1
电动机	1
电动势	1
电镀	1
电饭煲	1
电饭锅	1
电风扇	1
电感	1
电告	1
电工	2
电功率	1
电灌	1
电光	1
电函	2
电焊	1
电贺	1
电荷	1
电弧	1
电化教育	1
电话	3
电话会议	1
电话卡	1
电话亭	1
电荒	1
电汇	1
电机	1
电极	1
电教	1
电解	1
电解质	1
电介质	1
电缆	1
电老虎	2
电离	2
电离层	1
电离平衡	1
电力	1
电力网	1
电力线	2
电量	1
电疗	1
电铃	1
电流	2
电流表	1
电流强度	1
电炉	1
电路	1
电路图	1
电码	2
电门	1
电脑	1
电脑病毒	1
电能	1
电能表	1
电瓶	1
电瓶车	1
电气	1
电气化	1
电气石	1
电器	2
电热	1
电容	2
电容器	1
电扇	1
电石	1
电石气	1
电势	1
电势差	1
电视	3
电视大学	1
电视点播	1
电视电话	1
电视发射塔	1
电视机	1
电视接收机	1
电视剧	1
电视片儿	1
电视片	1
电视塔	1
电视台	1
电台	2
电烫	1
电梯	1
电筒	1
电头	1
电网	2
电位	1
电位差	1
电文	1
电线	1
电信	1
电刑	2
电讯	2
电压	1
电压表	1
电眼	1
电唁	1
电椅	1
电影	1
电影剧本	1
电影摄影机	1
电影院	1
电邮	1
电源	1
电闸	1
电站	1
电钟	1
电子	1
电子版	1
电子表	1
电子出版物	1
电子辞典	1
电子公告牌	1
电子管	1
电子函件	1
电子汇款	1
电子货币	1
电子计算机	1
电子流	1
电子枪	1
电子琴	1
电子认证	1
电子商务	1
电子束	1
电子图书	1
电子显微镜	1
电子信箱	1
电子眼	1
电子音乐	1
电子邮件	1
电子邮箱	1
电子游戏	1
电子战	1
电阻	2
电阻器	1
佃	2
佃东	1
佃户	1
佃农	1
佃租	1
甸	3
甸子	1
阽	1
坫	1
店	2
店东	1
店家	2
店面	1
店铺	1
店堂	1
店小二	1
店员	1
玷	2
玷辱	1
玷污	1
垫	4
垫背	2
垫补	2
垫底儿	4
垫付	1
垫话	1
垫肩	2
垫脚	1
垫脚石	1
垫圈	1
垫上运动	1
垫支	1
垫资	1
垫子	1
钿	5
淀	1
淀粉	1
惦	1
惦记	1
惦念	1
奠	1
奠定	1
奠都	1
奠基	1
奠基石	1
奠酒	1
奠仪	1
殿	1
殿后	1
殿军	2
殿试	1
殿堂	1
殿下	1
靛	2
靛颏儿	1
靛蓝	1
靛青	2
簟	1
癜	1
刁	3
刁悍	1
刁横	1
刁滑	1
刁蛮	1
刁民	1
刁难	1
刁顽	1
刁钻	1
叼	1
汈	1
凋	1
凋败	1
凋敝	1
凋零	2
凋落	1
凋萎	1
凋谢	2
蛁	1
貂	1
貂熊	1
碉	1
碉堡	1
碉楼	1
雕	1
雕版	1
雕虫小技	1
雕红漆	1
雕花	2
雕镌	1
雕刻	2
雕梁画栋	1
雕漆	2
雕砌	1
雕饰	3
雕塑	2
雕像	1
雕琢	2
鲷	1
鸟	2
屌	1
吊	1
吊膀子	1
吊车	1
吊窗	1
吊床	1
吊带	3
吊灯	1
吊顶	1
吊儿郎当	1
吊环	2
吊祭	1
吊脚楼	1
吊卷	1
吊扣	1
吊兰	1
吊楼	2
吊毛	1
吊民伐罪	1
吊铺	1
吊钱儿	1
吊桥	2
吊丧	1
吊嗓子	1
吊扇	1
吊桶	1
吊袜带	1
吊胃口	1
吊线	1
吊销	1
吊孝	1
吊唁	1
吊装	1
吊子	1
钓	2
钓饵	1
钓竿	1
钓钩	1
钓具	1
窎	1
窎远	1
调	2
调包	1
调兵遣将	1
调拨	1
调茬	1
调查	1
调档	1
调调	1
调动	2
调度	2
调防	1
调干	2
调函	1
调号	2
调虎离山	1
调换	1
调集	1
调卷	1
调坎儿	1
调侃儿	1
调类	1
调离	1
调令	1
调门儿	2
调派	1
调配	1
调遣	1
调任	1
调式	1
调头	2
调研	1
调演	1
调用	1
调阅	1
调运	1
调值	1
调职	1
调转	2
调子	4
掉	3
掉包	1
掉膘	1
掉秤	1
掉点儿	1
掉队	2
掉过儿	1
掉换	2
掉价	2
掉枪花	1
掉色	1
掉书袋	1
掉头	2
掉线	1
掉以轻心	1
掉转	1
铞	1
铫	2
铫子	1
爹	1
爹爹	2
跕	1
跌	4
跌宕	2
跌跌撞撞	1
跌份	1
跌风	1
跌幅	1
跌价	1
跌跤	2
跌落	2
跌破	1
跌势	1
跌水	2
跌停板	1
跌眼镜	1
跌足	1
迭	4
迭出	1
迭次	1
迭起	1
垤	1
昳	1
绖	1
瓞	1
啑	2
谍	2
谍报	1
堞	1
揲	1
耋	1
喋	1
惵	1
牒	2
叠	3
叠床架屋	1
叠翠	1
叠合	1
叠罗汉	1
叠印	1
叠韵	1
叠嶂	1
碟	1
碟机	1
碟片	1
碟子	1
蝶	1
蝶泳	1
蹀	1
蹀躞	2
蹀血	1
螲	1
鲽	1
丁	1
丁坝	1
丁部	1
丁村人	1
丁当	1
丁点儿	1
丁东	1
丁冬	1
丁艰	1
丁克家庭	1
丁零	1
丁零当啷	1
丁宁	1
丁是丁，卯是卯	1
丁税	1
丁香	2
丁忧	1
丁字尺	1
丁字钢	1
丁字街	1
仃	1
叮	2
叮当	1
叮咚	1
叮咛	1
叮问	1
叮咬	1
叮嘱	1
玎	1
玎珰	1
玎玲	1
盯	1
盯防	1
盯梢	1
町	2
钉	2
钉齿耙	1
钉锤	1
钉螺	1
钉帽	1
钉耙	1
钉梢	1
钉是钉，铆是铆	1
